id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,known_status,last_reviewed,review_count
CS-508,인스턴스,Instance,데이터베이스,#,ㅇ,특정 시점에 데이터베이스에 실제로 저장되어 있는 데이터 값들의 상태입니다.,"의미: 인스턴스는 관계형 데이터 모델에서 데이터를 어떤 단위로 표현하고 제약을 어떻게 유지할지 설명하는 기본 개념입니다. 행·열·값·구조 중 어느 층위를 말하는지 구분하는 것이 핵심입니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[DBMS]], [[스키마]], [[릴레이션]], [[튜플]], [[SQL]]",17-2-컨테이너.md; 07-01-00-관계형-데이터베이스-기본.md; 11-03-설계-결합도-응집도.md,"데이터베이스 문제에서는 인스턴스의 정의만 쓰지 말고 관련 개념(DBMS, 스키마, 릴레이션)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-509,인접 리스트,Adjacency List,자료구조·알고리즘,#,ㅇ,각 정점마다 연결된 이웃 정점 목록을 저장하는 그래프 표현 방식입니다.,"의미: 인접 리스트는 데이터를 어떤 모양으로 저장해야 삽입, 삭제, 탐색, 순회가 효율적인지 결정하는 자료 표현 방식입니다. 연산별 비용과 메모리 사용 특성을 함께 봐야 합니다. 동작/활용: 실무와 시험에서는 입력 크기, 시간복잡도, 공간복잡도, 구현 난이도를 비교해 적절한 방법을 선택하는 기준이 됩니다.","[[간선]], [[인접 행렬]], [[DFS]], [[BFS]], [[시간 복잡도]]",09-02-02-DFS-BFS-최단경로.md,"자료구조·알고리즘 문제에서는 인접 리스트의 정의만 쓰지 말고 관련 개념(간선, 인접 행렬, DFS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-510,인접 행렬,Adjacency Matrix,자료구조·알고리즘,#,ㅇ,정점 간 연결 여부나 가중치를 2차원 배열로 표현하는 그래프 표현 방식입니다.,"의미: 인접 행렬은 데이터를 어떤 모양으로 저장해야 삽입, 삭제, 탐색, 순회가 효율적인지 결정하는 자료 표현 방식입니다. 연산별 비용과 메모리 사용 특성을 함께 봐야 합니다. 동작/활용: 실무와 시험에서는 입력 크기, 시간복잡도, 공간복잡도, 구현 난이도를 비교해 적절한 방법을 선택하는 기준이 됩니다.","[[정점]], [[간선]], [[인접 리스트]], [[DFS]], [[시간 복잡도]]",09-02-02-DFS-BFS-최단경로.md,"자료구조·알고리즘 문제에서는 인접 행렬의 정의만 쓰지 말고 관련 개념(정점, 간선, 인접 리스트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-511,인증서,Certificate,네트워크,#,ㅇ,공개키와 주체 정보를 인증기관이 서명해 신뢰성을 보증한 전자 문서입니다.,"의미: 인증서는 사용자가 체감하는 웹·응용 서비스 통신을 가능하게 하는 프로토콜 또는 상태 관리 개념입니다. 요청·응답, 이름 해석, 암호화, 세션 유지 중 어떤 역할인지로 이해합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[대칭키 암호]], [[공개키 암호]], [[CA]], [[쿠키]], [[TCP]]",05-01-우리은행-기출.md; 08-03-HTTP-DNS-TLS.md; 04-04-네트워크-프로토콜-보안.md,"네트워크 문제에서는 인증서의 정의만 쓰지 말고 관련 개념(대칭키 암호, 공개키 암호, CA)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-512,인출,Fetch,컴퓨터구조,#,ㅇ,메모리에서 다음 명령어를 가져와 CPU 내부 레지스터에 저장하는 단계입니다.,"의미: 인출은 CPU가 명령어를 읽고 해석해 실제 연산으로 바꾸는 과정에서 필요한 하드웨어 개념입니다. 데이터가 어느 레지스터와 경로를 지나가는지 이해하는 데 쓰입니다. 동작/활용: 실무에서는 성능 병목, 캐시 효율, 병렬화 한계, 하드웨어 자원 사용량을 설명하는 근거가 됩니다.","[[명령어 레지스터]], [[명령어 사이클]], [[해독]], [[실행]], [[CPU]]",14-1-CPU-설계.md,"컴퓨터구조 문제에서는 인출의 정의만 쓰지 말고 관련 개념(명령어 레지스터, 명령어 사이클, 해독)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-513,인터럽트,Interrupt,운영체제,#,ㅇ,하드웨어나 소프트웨어 이벤트가 CPU의 현재 흐름을 중단시키고 처리 루틴을 실행하게 하는 신호입니다.,"의미: 인터럽트는 운영체제가 하드웨어 자원을 추상화하고 프로그램 실행을 안전하게 조정하기 위해 사용하는 개념입니다. 어떤 자원을 누가 언제 어떻게 쓰게 하는지가 핵심 질문입니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[RAID 5]], [[DMA]], [[캐시 일관성]], [[프로세스]], [[스레드]]",14-컴퓨터구조-심화.md; 05-08-산업은행-기출.md; 06-02-02-선점형과-비선점형.md,"운영체제 문제에서는 인터럽트의 정의만 쓰지 말고 관련 개념(RAID 5, DMA, 캐시 일관성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-514,인터페이스,Interface,프로그래밍 언어,#,ㅇ,구현 없이 외부에 제공해야 할 메서드 규약을 정의한 타입입니다.,의미: 인터페이스는 코드에서 데이터와 동작을 어떤 추상화 단위로 묶고 재사용할지 설명하는 객체지향 개념입니다. 선언 구조와 실행 시 실제 호출 대상의 차이를 구분해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[오버로딩]], [[오버라이딩]], [[추상 클래스]], [[생성자]], [[컴파일러]]",10-03-01-XSS-SQL-Injection.md; 19-3-금융결제원-자소서.md; 19-4-예탁결제원-자소서.md,"프로그래밍 언어 문제에서는 인터페이스의 정의만 쓰지 말고 관련 개념(오버로딩, 오버라이딩, 추상 클래스)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-515,인터페이스 분리 원칙,Interface Segregation Principle,소프트웨어공학,#,ㅇ,클라이언트가 사용하지 않는 메서드에 의존하지 않도록 인터페이스를 작고 역할별로 분리해야 한다는 원칙입니다.,의미: 인터페이스 분리 원칙은 코드와 시스템 구조를 변경에 강하고 이해하기 쉽게 만들기 위한 설계 개념입니다. 책임 분리와 의존성 방향을 어떻게 잡는지가 핵심입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[개방-폐쇄 원칙]], [[리스코프 치환 원칙]], [[의존성 역전 원칙]], [[디자인 패턴]], [[테스트]]",보강 개념(페이지 직접 언급 없음),"소프트웨어공학 문제에서는 인터페이스 분리 원칙의 정의만 쓰지 말고 관련 개념(개방-폐쇄 원칙, 리스코프 치환 원칙, 의존성 역전 원칙)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-516,일관성,Consistency,데이터베이스,#,ㅇ,트랜잭션 수행 전후 데이터베이스가 정의된 무결성 제약을 만족해야 한다는 성질입니다.,"의미: 일관성은 여러 사용자의 변경 작업과 장애 상황에서도 데이터 결과를 믿을 수 있게 만드는 거래 처리 개념입니다. 핵심은 일부만 반영되거나 동시 실행 때문에 값이 꼬이는 일을 막는 것입니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[ACID]], [[원자성]], [[고립성]], [[지속성]], [[SQL]]",14-컴퓨터구조-심화.md; 04-02-프로그래밍-SQL-분산-클라우드.md; 17-2-컨테이너.md,"데이터베이스 문제에서는 일관성의 정의만 쓰지 말고 관련 개념(ACID, 원자성, 고립성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-517,임계구역,Critical Section,운영체제,#,ㅇ,공유 자원에 접근하는 코드 영역으로 동시에 둘 이상이 실행되면 경쟁 조건이 생길 수 있는 부분입니다.,"의미: 임계구역은 여러 실행 흐름이 같은 자원을 사용할 때 충돌, 대기, 멈춤을 어떻게 막거나 설명할지 다루는 동시성 개념입니다. 공유 자원 접근 순서와 잠금 조건을 보는 것이 핵심입니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[기아]], [[에이징]], [[상호배제]], [[세마포어]], [[프로세스]]",05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md; 06-03-동기화와-교착상태.md,"운영체제 문제에서는 임계구역의 정의만 쓰지 말고 관련 개념(기아, 에이징, 상호배제)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-518,입출력,Input/Output,컴퓨터구조,#,ㅇ,컴퓨터가 외부 장치와 데이터를 주고받는 과정입니다.,"의미: 입출력은 컴퓨터 하드웨어가 데이터를 이동·저장·처리하는 방식을 설명하는 구조 개념입니다. 성능 병목이 CPU, 메모리, 버스, 입출력 중 어디에서 생기는지 판단하게 해 줍니다. 동작/활용: 실무에서는 성능 병목, 캐시 효율, 병렬화 한계, 하드웨어 자원 사용량을 설명하는 근거가 됩니다.","[[플래시 메모리]], [[버스]], [[폴링]], [[인터럽트]], [[CPU]]",05-09-운영체제-기출-모음.md; 14-컴퓨터구조-심화.md; 06-02-02-선점형과-비선점형.md,"컴퓨터구조 문제에서는 입출력의 정의만 쓰지 말고 관련 개념(플래시 메모리, 버스, 폴링)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-519,자료형,Data Type,프로그래밍 언어,#,ㅈ,데이터가 가질 수 있는 값의 종류와 가능한 연산을 정의한 분류입니다.,의미: 자료형은 값이 어떤 형태로 저장되고 어느 범위와 기간 동안 유효한지 설명하는 언어·메모리 개념입니다. 오류를 줄이려면 타입 검사와 메모리 위치를 함께 봐야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[정적 바인딩]], [[동적 바인딩]], [[정적 타입]], [[동적 타입]], [[컴파일러]]",보강 개념(페이지 직접 언급 없음),"프로그래밍 언어 문제에서는 자료형의 정의만 쓰지 말고 관련 개념(정적 바인딩, 동적 바인딩, 정적 타입)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-520,자연 조인,Natural Join,데이터베이스,#,ㅈ,동일한 이름의 공통 속성을 자동으로 같은 값끼리 결합하고 중복 열을 제거하는 조인입니다.,"의미: 자연 조인은 테이블 구조가 중복 없이 잘 나뉘었는지 판단하는 설계 기준입니다. 속성 간 의존 관계를 보고 저장 공간 낭비와 삽입·삭제·수정 오류를 줄이는 데 초점이 있습니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[조인]], [[세타 조인]], [[외부 조인]], [[정규화]], [[SQL]]",보강 개념(페이지 직접 언급 없음),"데이터베이스 문제에서는 자연 조인의 정의만 쓰지 말고 관련 개념(조인, 세타 조인, 외부 조인)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-521,자연어 처리,Natural Language Processing,인공지능·데이터,#,ㅈ,"컴퓨터가 인간 언어를 분석, 이해, 생성하도록 하는 인공지능 분야입니다.","의미: 자연어 처리는 원시 데이터를 모델이 이해할 수 있는 형태로 바꾸거나 데이터 안의 의미 있는 패턴을 찾는 분석 개념입니다. 데이터 표현 방식이 결과 품질을 좌우합니다. 동작/활용: 실무에서는 데이터 준비, 모델 학습, 성능 평가, 운영 중 모니터링과 리스크 관리 기준으로 쓰입니다.","[[어텐션]], [[임베딩]], [[토큰화]], [[정규화]], [[머신러닝]]",04-01-빅데이터-블록체인-머신러닝.md,"인공지능·데이터 문제에서는 자연어 처리의 정의만 쓰지 말고 관련 개념(어텐션, 임베딩, 토큰화)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-522,장기 스케줄러,Long-Term Scheduler,운영체제,#,ㅈ,장기 스케줄러은 운영체제가 프로세스나 작업을 어느 시점에 선택하고 실행 대상으로 삼을지 결정하는 구성 요소입니다.,"의미: 장기 스케줄러는 CPU를 기다리는 작업들 사이에서 실행 순서와 시간을 정하는 기준입니다. 공정성, 응답 시간, 처리량, 문맥 교환 비용이 어떻게 달라지는지를 함께 봐야 합니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[준비 큐]], [[스케줄링]], [[단기 스케줄러]], [[중기 스케줄러]], [[프로세스]]",보강 개념(페이지 직접 언급 없음),"운영체제 문제에서는 장기 스케줄러의 정의만 쓰지 말고 관련 개념(준비 큐, 스케줄링, 단기 스케줄러)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-523,재귀,Recursion,자료구조·알고리즘,#,ㅈ,함수가 자기 자신을 호출해 문제를 더 작은 같은 형태의 문제로 푸는 방식입니다.,"의미: 재귀는 문제를 어떤 순서와 전략으로 풀어 계산량을 줄일지 정하는 알고리즘 개념입니다. 완전 탐색보다 왜 빠르거나 어떤 조건에서 맞는 해를 보장하는지 보는 것이 중요합니다. 동작/활용: 실무와 시험에서는 입력 크기, 시간복잡도, 공간복잡도, 구현 난이도를 비교해 적절한 방법을 선택하는 기준이 됩니다.","[[탐욕 알고리즘]], [[백트래킹]], [[메모이제이션]], [[타뷸레이션]], [[시간 복잡도]]",05-08-산업은행-기출.md; 05-14-02-한국은행-2019-컴퓨터공학-학술-파트-II.md; 05-13-알고리즘-기출-모음.md,"자료구조·알고리즘 문제에서는 재귀의 정의만 쓰지 말고 관련 개념(탐욕 알고리즘, 백트래킹, 메모이제이션)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-524,재귀 질의,Recursive Query,네트워크,#,ㅈ,DNS 클라이언트가 질의한 서버에 최종 응답을 대신 찾아달라고 요청하는 방식입니다.,"의미: 재귀 질의는 네트워크에서 데이터를 전달하거나 성능·보안·가용성을 높이기 위한 통신 구성 요소입니다. 주소, 경로, 연결, 암호화, 중계 중 어느 역할인지 구분하면 됩니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[HTTPS]], [[DNS]], [[반복 질의]], [[TLS]], [[TCP]]",보강 개념(페이지 직접 언급 없음),"네트워크 문제에서는 재귀 질의의 정의만 쓰지 말고 관련 개념(HTTPS, DNS, 반복 질의)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-525,재귀 함수,Recursive Function,프로그래밍 언어,#,ㅈ,자기 자신을 호출해 문제를 더 작은 같은 형태로 해결하는 함수입니다.,의미: 재귀 함수는 프로그램이 작성되고 실행되는 규칙이나 표현 방식을 설명하는 언어 개념입니다. 문법 자체보다 실행 시점의 동작과 메모리·타입 효과를 함께 이해해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[static 변수]], [[전역 변수]], [[정규 표현식]], [[컴파일러]], [[객체]]",보강 개념(페이지 직접 언급 없음),"프로그래밍 언어 문제에서는 재귀 함수의 정의만 쓰지 말고 관련 개념(static 변수, 전역 변수, 정규 표현식)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-526,저널링 파일 시스템,Journaling File System,운영체제,#,ㅈ,변경 내용을 먼저 로그에 기록해 장애 후 파일 시스템 일관성을 빠르게 복구하는 파일 시스템입니다.,"의미: 저널링 파일 시스템은 데이터를 보조기억장치에 안전하고 효율적으로 저장하기 위한 운영체제의 저장 관리 개념입니다. 성능, 복구, 신뢰성 중 무엇을 높이는지로 이해하면 됩니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[디렉터리]], [[아이노드]], [[RAID]], [[RAID 0]], [[프로세스]]",보강 개념(페이지 직접 언급 없음),"운영체제 문제에서는 저널링 파일 시스템의 정의만 쓰지 말고 관련 개념(디렉터리, 아이노드, RAID)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-527,저장 프로시저,Stored Procedure,데이터베이스,#,ㅈ,DBMS 안에 저장해 호출할 수 있는 SQL 명령과 제어 로직의 묶음입니다.,"의미: 저장 프로시저는 데이터베이스에 원하는 구조나 결과를 요청하기 위한 명령·절·객체에 해당합니다. 어떤 데이터를 만들고, 고르고, 묶고, 연결하고, 제어하는지로 의미를 구분하면 됩니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[서브쿼리]], [[뷰]], [[트리거]], [[SQL]], [[트랜잭션]]",10-03-01-XSS-SQL-Injection.md,"데이터베이스 문제에서는 저장 프로시저의 정의만 쓰지 말고 관련 개념(서브쿼리, 뷰, 트리거)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-528,전송 계층,Transport Layer,네트워크,#,ㅈ,"종단 호스트 간 데이터 전달, 포트 식별, 신뢰성, 흐름 제어를 담당하는 계층입니다.","의미: 전송 계층은 통신 기능을 역할별 층으로 나누어 장애 원인과 프로토콜 책임을 분리해 보는 개념입니다. 어느 계층의 주소·단위·기능인지가 핵심입니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[데이터링크 계층]], [[네트워크 계층]], [[세션 계층]], [[표현 계층]], [[TCP]]",08-03-HTTP-DNS-TLS.md; 02-01-기본-전제와-일정.md; 05-03-대구은행-기출.md,"네트워크 문제에서는 전송 계층의 정의만 쓰지 말고 관련 개념(데이터링크 계층, 네트워크 계층, 세션 계층)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-529,전역 변수,Global Variable,프로그래밍 언어,#,ㅈ,프로그램 전체 또는 넓은 범위에서 접근 가능한 외부 스코프의 변수입니다.,의미: 전역 변수는 값이 어떤 형태로 저장되고 어느 범위와 기간 동안 유효한지 설명하는 언어·메모리 개념입니다. 오류를 줄이려면 타입 검사와 메모리 위치를 함께 봐야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[C 언어]], [[static 변수]], [[재귀 함수]], [[정규 표현식]], [[컴파일러]]",09-04-동적계획법과-재귀.md; 13-04-빈출-코드-출력-문제.md,"프로그래밍 언어 문제에서는 전역 변수의 정의만 쓰지 말고 관련 개념(C 언어, static 변수, 재귀 함수)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-530,점유대기 조건,Hold and Wait Condition,운영체제,#,ㅈ,"교착상태의 필요 조건 중 하나로, 프로세스가 자원을 보유한 채 다른 자원을 추가로 기다리는 조건입니다.","의미: 점유대기 조건은 여러 실행 흐름이 같은 자원을 사용할 때 충돌, 대기, 멈춤을 어떻게 막거나 설명할지 다루는 동시성 개념입니다. 공유 자원 접근 순서와 잠금 조건을 보는 것이 핵심입니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[교착상태]], [[상호배제 조건]], [[비선점 조건]], [[환형대기 조건]], [[프로세스]]",보강 개념(페이지 직접 언급 없음),"운영체제 문제에서는 점유대기 조건의 정의만 쓰지 말고 관련 개념(교착상태, 상호배제 조건, 비선점 조건)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-531,정규 표현식,Regular Expression,프로그래밍 언어,#,ㅈ,"문자열 패턴을 형식적으로 표현해 검색, 검증, 치환에 사용하는 표현식입니다.",의미: 정규 표현식은 프로그램이 작성되고 실행되는 규칙이나 표현 방식을 설명하는 언어 개념입니다. 문법 자체보다 실행 시점의 동작과 메모리·타입 효과를 함께 이해해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[전역 변수]], [[재귀 함수]], [[컴파일러]], [[객체]], [[메모리 관리]]",05-14-한국은행-기출.md; 05-14-34-한국은행-2026-컴퓨터공학-학술-9-정규-표현식-및-텍스트-마이닝.md,"프로그래밍 언어 문제에서는 정규 표현식의 정의만 쓰지 말고 관련 개념(전역 변수, 재귀 함수, 컴파일러)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-532,정규화 기법,Normalization,인공지능·데이터,#,ㅈ,모델 복잡도에 제약을 주거나 가중치 크기를 제한해 과적합을 줄이는 방법입니다.,"의미: 정규화 기법은 모델을 학습시키는 과정에서 성능을 높이거나 일반화 실패를 막기 위해 조절하는 최적화 개념입니다. 학습 데이터 성능과 새 데이터 성능의 차이를 함께 봐야 합니다. 동작/활용: 실무에서는 데이터 준비, 모델 학습, 성능 평가, 운영 중 모니터링과 리스크 관리 기준으로 쓰입니다.","[[과적합]], [[과소적합]], [[교차 검증]], [[훈련 데이터]], [[머신러닝]]",보강 개념(페이지 직접 언급 없음),"인공지능·데이터 문제에서는 정규화 기법의 정의만 쓰지 말고 관련 개념(과적합, 과소적합, 교차 검증)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-533,정보 은닉,Information Hiding,소프트웨어공학,#,ㅈ,모듈 내부 구현 세부사항을 외부에서 직접 알거나 의존하지 못하게 감추고 공개 인터페이스만 제공하는 원리입니다.,의미: 정보 은닉은 코드와 시스템 구조를 변경에 강하고 이해하기 쉽게 만들기 위한 설계 개념입니다. 책임 분리와 의존성 방향을 어떻게 잡는지가 핵심입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[결합도]], [[응집도]], [[SOLID]], [[단일 책임 원칙]], [[테스트]]",보강 개념(페이지 직접 언급 없음),"소프트웨어공학 문제에서는 정보 은닉의 정의만 쓰지 말고 관련 개념(결합도, 응집도, SOLID)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-534,정적 라우팅,Static Routing,네트워크,#,ㅈ,관리자가 경로 정보를 수동으로 설정하는 라우팅 방식입니다.,"의미: 정적 라우팅은 패킷이 출발지에서 목적지까지 도달하도록 주소를 정하고 경로를 찾는 데 쓰이는 개념입니다. 같은 네트워크 안의 전달인지, 다른 네트워크로의 전달인지 구분해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[CIDR]], [[라우팅]], [[동적 라우팅]], [[RIP]], [[TCP]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md,"네트워크 문제에서는 정적 라우팅의 정의만 쓰지 말고 관련 개념(CIDR, 라우팅, 동적 라우팅)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-535,정적 바인딩,Static Binding,프로그래밍 언어,#,ㅈ,컴파일 시점에 호출 대상이나 타입이 결정되는 바인딩입니다.,의미: 정적 바인딩은 프로그램이 작성되고 실행되는 규칙이나 표현 방식을 설명하는 언어 개념입니다. 문법 자체보다 실행 시점의 동작과 메모리·타입 효과를 함께 이해해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[링커]], [[로더]], [[동적 바인딩]], [[자료형]], [[컴파일러]]",보강 개념(페이지 직접 언급 없음),"프로그래밍 언어 문제에서는 정적 바인딩의 정의만 쓰지 말고 관련 개념(링커, 로더, 동적 바인딩)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-536,정적 타입,Static Typing,프로그래밍 언어,#,ㅈ,변수나 표현식의 타입을 컴파일 시점에 검사하는 타입 체계입니다.,의미: 정적 타입은 값이 어떤 형태로 저장되고 어느 범위와 기간 동안 유효한지 설명하는 언어·메모리 개념입니다. 오류를 줄이려면 타입 검사와 메모리 위치를 함께 봐야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[동적 바인딩]], [[자료형]], [[동적 타입]], [[강한 타입]], [[컴파일러]]",보강 개념(페이지 직접 언급 없음),"프로그래밍 언어 문제에서는 정적 타입의 정의만 쓰지 말고 관련 개념(동적 바인딩, 자료형, 동적 타입)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-537,정점,Vertex,자료구조·알고리즘,#,ㅈ,그래프에서 하나의 대상이나 상태를 나타내는 노드입니다.,"의미: 정점은 데이터를 어떤 모양으로 저장해야 삽입, 삭제, 탐색, 순회가 효율적인지 결정하는 자료 표현 방식입니다. 연산별 비용과 메모리 사용 특성을 함께 봐야 합니다. 동작/활용: 실무와 시험에서는 입력 크기, 시간복잡도, 공간복잡도, 구현 난이도를 비교해 적절한 방법을 선택하는 기준이 됩니다.","[[B+트리]], [[그래프]], [[간선]], [[인접 행렬]], [[시간 복잡도]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 05-04-금융결제원-기출.md; 05-06-예탁결제원-기출.md,"자료구조·알고리즘 문제에서는 정점의 정의만 쓰지 말고 관련 개념(B+트리, 그래프, 간선)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-538,제1정규형,First Normal Form,데이터베이스,#,ㅈ,모든 속성 값이 더 이상 나눌 수 없는 원자값만 가지도록 한 정규형입니다.,"의미: 제1정규형은 테이블 구조가 중복 없이 잘 나뉘었는지 판단하는 설계 기준입니다. 속성 간 의존 관계를 보고 저장 공간 낭비와 삽입·삭제·수정 오류를 줄이는 데 초점이 있습니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[외부 조인]], [[정규화]], [[제2정규형]], [[제3정규형]], [[SQL]]",07-02-00-정규화.md; 07-02-01-1NF-2NF-3NF.md; 04-05-자료구조-알고리즘-DB-금융IT.md,"데이터베이스 문제에서는 제1정규형의 정의만 쓰지 말고 관련 개념(외부 조인, 정규화, 제2정규형)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-539,제2정규형,Second Normal Form,데이터베이스,#,ㅈ,제1정규형을 만족하고 기본키의 일부에만 종속되는 부분 함수 종속을 제거한 정규형입니다.,"의미: 제2정규형은 테이블 구조가 중복 없이 잘 나뉘었는지 판단하는 설계 기준입니다. 속성 간 의존 관계를 보고 저장 공간 낭비와 삽입·삭제·수정 오류를 줄이는 데 초점이 있습니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[정규화]], [[제1정규형]], [[제3정규형]], [[BCNF]], [[SQL]]",07-02-00-정규화.md; 07-02-01-1NF-2NF-3NF.md; 04-05-자료구조-알고리즘-DB-금융IT.md,"데이터베이스 문제에서는 제2정규형의 정의만 쓰지 말고 관련 개념(정규화, 제1정규형, 제3정규형)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
